Company,Model,MSE,MAE,R2,MAPE,Composite_Score
MSLA.TA,LSTM,4204.831789,37.23604081,-3.17679544,0.028486117,-0.998763874
MSVT.TA,ARIMA,169.0311693,8.077595636,0.995220386,2.534449426,-0.580771473
MTLF.TA,ARIMA,138.1626045,7.50956513,0.947325218,1.807596424,-0.683832582
MTRN.TA,ARIMA,8330.927986,58.74982101,0.994581091,2.611633422,-0.545767938
MTRX.TA,ARIMA,13172.92509,90.93581527,0.90696647,1.287759901,-0.718829234
MVNE.TA,ARIMA,251.9632538,12.73479328,0.909749731,1.359970725,-0.742194851
MYDS.TA,ARIMA,3.568865546,1.015546218,0.858374402,2.037127168,-0.619506269
MZTF.TA,ARIMA,50526.22107,183.4581933,0.85407579,1.380908469,-0.644764992
NAWI.TA,ARIMA,1308.991351,26.06243511,0.980674656,1.0580566,-0.809358531
NFTA.TA,ARIMA,1543.57563,28.02941176,0.952232872,1.406697589,-0.742056106
NICE.TA,ARIMA,2786373.109,1176.134454,0.971363227,1.6186862,-0.126986196
NISA.TA,ARIMA,602.0124685,14.99054589,0.978208738,1.116696012,-0.803766253
NOFR.TA,ARIMA,30658.05599,137.8679388,0.772612551,1.588974692,-0.603987906
NRGN.TA,ARIMA,263.0289768,9.963673204,0.942329085,2.466460542,-0.573442216
NSTR.TA,ARIMA,678.9964627,20.03901806,0.949640109,2.11831713,-0.628394913
NTGR.TA,ARIMA,296.3047515,12.64423287,0.976209957,1.2234987,-0.786673067
NTML.TA,LSTM,78381.2667,247.966388,0.899598753,0.037512456,-0.993646006
NTNB.TA,LSTM,190.136995,12.08699461,0.51169787,0.055948788,-0.998830798
NTO.TA,ARIMA,11087.96307,71.31106149,0.974195934,1.12244671,-0.776793288
NURI.TA,LSTM,650997.8529,649.3812734,-43.38957652,0.862322407,-0.967656672
NVLG.TA,ARIMA,9.019855512,2.007498164,0.871224362,1.388810719,-0.729295013
NVMI.TA,ARIMA,3813163.866,1322.352941,0.979004335,1.931973988,0.018185762
NVPT.TA,ARIMA,8780.075231,65.07008759,0.988297583,1.534204181,-0.716982362
NWMD.TA,LSTM,4394.473513,48.36198959,0.586472147,0.04472335,-0.99820074
NXFR.TA,ARIMA,631.6705825,15.41017973,0.954473802,3.727807331,-0.369012451
NXGN.TA,ARIMA,14.52413261,1.793038789,0.975917587,1.603124367,-0.729245427
NXSN.TA,ARIMA,15339.03565,99.39874789,0.938774091,2.119691891,-0.589755
NXTG.TA,ARIMA,13.44529947,1.889194131,0.944874901,3.221595822,-0.454398691
NXTM.TA,ARIMA,174.6188264,8.176128628,0.966404799,1.161065421,-0.795544622
NYAX.TA,ARIMA,34810.46471,139.5352941,0.940819482,1.521532868,-0.670188743
ONE.TA,ARIMA,9394.826773,75.36764706,0.90074188,1.570637717,-0.677387533
OPAL.TA,LSTM,171.5106753,11.18143606,0.632397814,0.064477144,-0.998684833
OPCE.TA,ARIMA,2995.410299,41.36658095,0.92231773,1.581587117,-0.697697776
OPK.TA,ARIMA,349.1224159,12.35628263,0.951678049,2.585690596,-0.556036628
ORA.TA,LSTM,317716.4832,473.9354675,0.840685697,0.016785011,-0.988690963
ORAD.TA,ARIMA,4.540923431,1.259835943,0.890128964,2.169174431,-0.608402315
ORBI.TA,ARIMA,2035.755896,33.06893763,0.964632379,1.384878285,-0.747556854
ORIN.TA,ARIMA,2619.435335,30.4670509,0.942128905,1.742563409,-0.682719411
ORL.TA,LSTM,72.92402785,7.459800906,-5.485126864,0.081505409,-0.998409576
ORMP.TA,ARIMA,1153.580504,23.11680672,0.895935517,2.464154099,-0.552646478
ORON.TA,ARIMA,134.6629899,8.219610854,0.98912252,1.224677337,-0.792700875
ORTC.TA,ARIMA,249.1630682,7.612237624,0.990468874,0.55558501,-0.902740277
OVRS.TA,LSTM,86.04838791,7.235337916,0.735614272,0.020389303,-0.999644891
PAYT.TA,ARIMA,16769.24769,65.00386555,0.980258434,1.180256992,-0.77190997
PAZ.TA,ARIMA,399800.2422,464.2287501,0.978180136,1.441866209,-0.543401344
PCBT.TA,LSTM,27351.21489,133.0657138,-0.26733789,0.20117598,-0.993128598
PEN.TA,ARIMA,5.081654098,1.636064071,0.970196179,1.13013837,-0.804695088
PERI.TA,ARIMA,79832.4301,134.9740065,0.992603958,2.295202642,-0.5615328
PHOE.TA,ARIMA,3933.707107,48.83243066,0.920854703,1.354442356,-0.731067481
PHTM.TA,ARIMA,2985.465416,33.69293567,0.938672387,1.477637925,-0.723450681
PLAZ-L.TA,ARIMA,195.3348414,4.140986365,0.941869069,2.646368355,-0.546411713
PLCR.TA,ARIMA,139.2258766,5.034695897,0.885049684,1.328121855,-0.742504163
PLNT.TA,ARIMA,82.99702255,3.921816604,0.961409906,1.386587829,-0.758872309
PLRM.TA,ARIMA,5100.693279,58.3295571,0.869049549,0.886641771,-0.786104354
PLSN.TA,ARIMA,47598.97352,160.9792101,0.888841944,1.176650967,-0.699539532
PLUR.TA,LightGBM,1687503.267,1164.501271,-9.599658939,57.16776346,-0.96527156
PMCN.TA,ARIMA,190.0643798,4.708307342,0.930153022,2.408195456,-0.581181713
PMNT.TA,ARIMA,37.18576323,4.200066225,0.946726282,1.504014296,-0.734673894
PMVM.TA,ARIMA,858.8690509,16.99166185,0.964863706,4.126520313,-0.306631402
POLI.TA,ARIMA,2074.501241,37.37483193,0.96162325,1.140135689,-0.784682763
POLP.TA,ARIMA,203.7666751,10.63135059,0.876205821,1.005917018,-0.789784842
POLY.TA,XGBoost,13.89411378,2.842779261,-0.534141712,7.053473107,-0.999716479
PPBT.TA,ARIMA,1.831149403,0.834835574,0.975987538,3.759081135,-0.377392977
PPIL.TA,LSTM,51371.47135,131.4791494,0.130657934,20.28472619,-0.598164429
PRIM.TA,ARIMA,370.5485681,10.73715591,0.976349614,2.707361652,-0.545073751
PRKM.TA,ARIMA,150.7556715,8.46582041,0.990551578,1.526133648,-0.743810983
PRMG.TA,LSTM,79497.11782,244.6211212,-0.950108572,0.188769538,-0.990740864
PRPD.TA,ARIMA,3321.792824,37.79858305,0.921189902,1.880699027,-0.649978607
PRSK.TA,ARIMA,38001.10779,154.119503,0.901789139,1.821162737,-0.60181512
PRTC.TA,ARIMA,250174.0477,370.1484544,0.977711006,2.211906562,-0.462955314
PTBL.TA,ARIMA,275841.328,397.7979012,0.955029547,1.991387565,-0.478643239
PTCH.TA,XGBoost,0.004985128,0.049308825,0.98409105,2.24252241,-0.999927413
PTNR.TA,LightGBM,12469.27181,86.70615488,0.62401352,5.159265965,-0.997410061
PTX.TA,ARIMA,2.203151261,0.710504202,0.984841692,1.017637736,-0.828357425
PULS.TA,ARIMA,166.4330675,5.1703744,0.934882999,1.294812745,-0.764488855
QLRD.TA,ARIMA,3633.501393,40.96874429,0.956539807,1.332193868,-0.750001543
QLTU.TA,ARIMA,89043.07497,220.2985376,0.993582225,1.881678895,-0.592231621
QNCO.TA,ARIMA,173.5544844,5.868239117,0.960043439,1.695202158,-0.707143782
RANI.TA,ARIMA,50.44683536,5.309255755,0.902205859,1.851422132,-0.662594683
RATI.TA,XGBoost,0.082373565,0.159858194,0.051183287,4.972880199,-0.999838323
RAVD.TA,ARIMA,259.2425697,8.621894567,0.945724575,1.166106311,-0.78763601
RAYG-M.TA,ARIMA,8.678532108,1.836861774,0.969238145,2.416115636,-0.594155987
REKA.TA,ARIMA,1049.47479,21.37394958,0.903052193,1.514500202,-0.710951041
RIMO.TA,ARIMA,6073.28054,53.78117647,0.961945562,1.169102599,-0.772832078
RIT1.TA,ARIMA,673.1790542,20.69323529,0.901788168,1.381098129,-0.732634874
RLCO.TA,ARIMA,3619.496734,42.95633816,0.95892673,1.470947043,-0.727264883
RMLI.TA,ARIMA,58106.02651,174.668193,0.907903785,0.862926575,-0.750892763
RMN.TA,ARIMA,220.2809225,10.34811213,0.97861472,0.957105162,-0.831999233
RMON.TA,ARIMA,5219.259782,51.23412421,0.931605851,1.682692811,-0.679931565
ROBO.TA,ARIMA,9.201640778,1.839979884,0.966446515,1.867147591,-0.682927836
ROTS.TA,ARIMA,4462.064853,49.20642071,0.98446299,1.358518885,-0.751412907
RPAC.TA,ARIMA,1324.312951,25.89845786,0.940033491,1.066665308,-0.794483092
RSEL.TA,ARIMA,289.801144,11.98011345,0.932625967,1.873535154,-0.666222818
RTEN.TA,ARIMA,107.2901478,6.503408603,0.953045217,2.460738449,-0.57944867
RTLS.TA,ARIMA,26484.70068,126.3430835,0.975814491,1.828435747,-0.637673066
RTMD-L.TA,XGBoost,1255.579247,30.76380927,-2.946002239,86.76633478,-0.998661529
RTPT.TA,ARIMA,1.031008403,0.418487395,0.946967846,2.3019411,-0.60600702
RVL.TA,ARIMA,22.6288303,3.264415445,0.984988629,1.41871,-0.761764694
RZR.TA,GRU,755.8569564,23.24786247,0.882331858,0.044577225,-0.999379357
SAE.TA,ARIMA,1699.171546,27.86310924,0.993321885,1.165799079,-0.795174963
SANO1.TA,ARIMA,243344.3835,322.6220547,0.966441925,1.094380804,-0.662583383
SARN.TA,ARIMA,2.574706867,0.99903992,0.85579169,1.464100035,-0.712287588
SBEN.TA,LSTM,354.8796543,15.36834174,-0.758562577,0.064880869,-0.998572463
SCC.TA,ARIMA,8.922863927,1.845093473,0.982572543,3.215761626,-0.467929798
SCDX.TA,ARIMA,32.97528997,3.965303404,0.827920525,1.418516595,-0.709167316
SCOP.TA,ARIMA,38866.23172,152.0263122,0.939261894,1.357988909,-0.690860092
SEMG.TA,ARIMA,30.06746962,3.779032621,0.946677445,2.137898649,-0.631261112
SFRN.TA,ARIMA,128.2810152,8.892380105,0.989464623,1.30223633,-0.779850704
SHAN.TA,ARIMA,25.64617203,3.128697899,0.91075411,0.889687896,-0.823536845
SHGR.TA,ARIMA,253.9236975,11.42184874,0.983896416,1.335473371,-0.7714667
SHMM.TA,ARIMA,36.85964044,3.759263378,0.912425973,3.273856874,-0.434239559
SHNP.TA,ARIMA,355.3954636,13.57719569,0.980972416,1.160069193,-0.798218836
SHOM.TA,ARIMA,117.7172697,7.248381638,0.959327592,1.468951102,-0.743280436
SKBN.TA,ARIMA,469.6063348,16.94236542,0.940476758,1.91255595,-0.660310281
SKLN.TA,ARIMA,916.8721975,20.27735618,0.991333481,1.020914813,-0.821493035
SLARL.TA,ARIMA,141.6981416,9.649951517,0.935735658,1.349471836,-0.753904986
SLRM.TA,XGBoost,0.733956675,0.410506148,-0.298024348,7.62431608,-0.99979674
SMAG.TA,ARIMA,291.2006519,5.967149239,0.887913635,1.401370722,-0.73108097
SMNR.TA,ARIMA,946.8689986,19.8233254,0.986786271,1.113241116,-0.805087133
SMT.TA,LSTM,37384.47667,159.1386421,0.864698915,0.030066918,-0.995885249
SNCM.TA,ARIMA,2.469365295,1.060758242,0.95336961,1.087201817,-0.806354358
SNEL.TA,ARIMA,1712.502126,20.60957505,0.964279036,1.36600946,-0.755921051
SNFL.TA,ARIMA,121.6196016,7.096581542,0.914241278,1.233366747,-0.766821212
SOFW.TA,LightGBM,193445.5183,419.7710837,-11.7778934,23.48134385,-0.987424904
SOLR.TA,ARIMA,3002.820971,34.49892512,0.808158274,1.061165797,-0.747675135
SONO.TA,ARIMA,16.42805185,2.696143125,0.980210846,3.558080896,-0.41083862
SPDV.TA,ARIMA,96.96673473,5.45809377,0.927889143,1.390762855,-0.746358183
SPEN.TA,ARIMA,1748.878151,33.11344538,0.922709923,1.563146513,-0.70445127
SPNS.TA,ARIMA,37375.99821,143.1398319,0.984494809,1.224960633,-0.731557594
SPNTC.TA,ARIMA,108.8314913,5.76482761,0.954901708,1.358082614,-0.760564152
SPRG.TA,LSTM,72054.62878,192.7708624,0.002826785,12.67891008,-0.746310416
SRAC.TA,ARIMA,3551.946668,42.97548561,0.904539727,1.594199745,-0.689000447
SRFT.TA,ARIMA,2049.086228,34.08307081,0.984412636,1.1431273,-0.793210346
STEC.TA,LSTM,12235.34283,69.44513599,0.241067392,2.664533767,-0.946177425
STG.TA,ARIMA,5189.235294,50.7394958,0.93798328,1.282343051,-0.747689508
STRG.TA,ARIMA,8.057521786,1.986649495,0.951177195,2.727902239,-0.537127445
STRS.TA,LSTM,892545.4561,764.2237876,-1.85549926,0.131621725,-0.979455934
STRW.TA,LSTM,513298.954,705.7299805,-53.69500562,0.191279119,-0.9795266
SVRE.TA,ARIMA,9.573944663,2.04717117,0.984985063,4.359810007,-0.281704757
SVRT.TA,ARIMA,424.7430534,10.1805844,0.983526154,1.814359395,-0.693623034
TATT.TA,LSTM,5318564.159,1984.813433,-2.17757721,0.277562784,-0.946733589
TAYA.TA,ARIMA,7684.749254,45.68515554,0.973188254,0.850010758,-0.832167106
TDRN.TA,ARIMA,297418.81,393.8741605,0.976528648,1.690482174,-0.535971648
TECT.TA,LSTM,2223.388064,43.33713687,0.084799529,0.096888939,-0.997290858
TEDE.TA,LSTM,61007.50782,219.0877956,-1.807578287,0.36746398,-0.987826009
TEVA.TA,LightGBM,2905170.339,1454.609729,-2.245104224,23.15410587,-0.956644164
TFRLF.TA,ARIMA,1544.557319,27.90087345,0.99012305,1.155609582,-0.795762985
TGI.TA,ARIMA,23.23154932,3.328766387,0.903082177,1.721712083,-0.684939043
TGTR.TA,ARIMA,546.260042,14.47689076,0.93038134,2.875776185,-0.50061743
THES.TA,GRU,6563.260185,79.47273242,-0.747415238,0.163720912,-0.997827818
TIGBUR.TA,ARIMA,4924.77373,49.99012109,0.976704934,1.237817927,-0.768197413
TIGI.TA,ARIMA,4081.067135,38.95786517,0.965920846,4.746197091,-0.1961223
TKUN.TA,LSTM,272.5047034,14.29590791,-33.68267701,0.415346439,-0.991556329
TLSY.TA,ARIMA,240285.6901,342.9034874,0.967298491,1.704547384,-0.554493702
TMIS.TA,ARIMA,352.2121897,8.815400193,0.982076759,1.304798829,-0.776996827
TMRP.TA,LSTM,103751.0556,259.0548552,-1.367770769,0.120473498,-0.991737147
TNDO.TA,ARIMA,189.6694737,8.925,0.963968876,2.246087571,-0.617112524
TNPV.TA,LSTM,4532.898271,41.02970512,0.883680213,0.524838252,-0.988931115
TOEN.TA,LSTM,5019.372633,57.63509015,0.190266376,0.036378468,-0.998145617
TOPS.TA,LSTM,7535.540651,74.09659682,-0.251761908,0.08268714,-0.996846409
TRA.TA,LSTM,211.9544199,11.08083748,-5.924326499,0.362887282,-0.992788588
TRAN.TA,LSTM,790.5955032,22.44033872,-9.657616461,0.234694605,-0.995026668
TRLT.TA,GRU,11.80163556,2.582898104,0.984283792,0.003941111,-0.999941845
TRPZ.TA,LSTM,7182.220407,70.22556948,0.45430196,0.038998033,-0.99779966
TRX.TA,LSTM,8862.043374,80.12300569,-1.366130399,0.196324757,-0.994464816
TSEM.TA,LSTM,4693017.798,1791.735812,-1.979951113,0.10647276,-0.954800235
TSG.TA,GRU,3.054567671,1.467809041,-4.276614003,0.008920141,-0.999950309
TTAM.TA,LSTM,101.2725688,8.113254206,0.964576573,0.013911159,-0.999752758
TURB.TA,ARIMA,511.254242,13.39656319,0.936071293,1.797707583,-0.679141329
TUZA.TA,LSTM,9.930619822,1.734212302,-0.408105476,0.046761851,-0.99924997
UMH.TA,ARIMA,23589.06351,55.95873134,0.968838098,0.927664258,-0.813070466
UNCR.TA,ARIMA,0,0,1,0,-1
UNCT.TA,GRU,17869949.45,2559.762121,-810208.5594,466.3149214,1.063837977
UNIT.TA,LSTM,374975.2334,485.8194585,-0.680074421,0.154258841,-0.985685684
UNTC.TA,LSTM,4697.991665,49.10532547,-0.581986833,12.98807828,-0.743612518
UNVO.TA,ARIMA,0,0,1,0,-1
UPSL.TA,LSTM,69254.154,183.0628838,-87.90920214,3.174841952,-0.933065042
UTRN.TA,ARIMA,54.55747579,5.178393826,0.96292479,1.392776986,-0.757823148
VCTR.TA,ARIMA,5123.28835,48.68330533,0.983276608,1.193597548,-0.778171164
VILR.TA,LSTM,112943.5031,259.9304179,0.886528991,0.01664878,-0.993766188
VISN.TA,ARIMA,4883.916212,30.2667769,0.977697309,0.801513553,-0.848352526
VRDS.TA,LSTM,63185.77425,217.8365282,-0.853542409,0.095566498,-0.9932066
VTNA.TA,ARIMA,1261.932958,26.33595749,0.886523552,1.362739524,-0.728090139
WATR.TA,ARIMA,29.50522499,3.591780504,0.937327713,3.577423034,-0.393004246
WESR.TA,ARIMA,69.28878996,5.64296395,0.972025573,2.19343884,-0.629822762
WILC.TA,XGBoost,2.002676178,1.158514903,0.950880208,2.97244617,-0.999895471
WILK.TA,LSTM,341.5788482,17.94759845,-10.2649468,0.403426944,-0.99181076
WLFD.TA,ARIMA,1099.294639,23.11141839,0.893543449,1.215786724,-0.755841084
WNBZ.TA,LSTM,12.49288442,2.872917927,-1.857339561,0.142491182,-0.997333982
XTLB.TA,ARIMA,0.357833016,0.264808514,0.958638673,3.369562685,-0.435508572
YAAC.TA,ARIMA,0.986932773,0.654201681,0.956425952,1.549077108,-0.732076445
YBOX.TA,LSTM,10.38695896,2.577470113,0.910379151,0.03152424,-0.999535844
YBRD.TA,LSTM,283956.3095,438.2591011,0.212531216,6.814937021,-0.85582991
YHNF.TA,LightGBM,389658.7883,358.0116317,0.9474718,1.681135272,-0.989415527
ZMH.TA,ARIMA,3190.385042,41.72944486,0.928234179,1.549952878,-0.704674671
ZNKL.TA,LSTM,865342.3108,897.8208881,-9.421348192,0.240470118,-0.974158304
ZOOZ.TA,GRU,4942.290693,59.64872301,0.743490336,0.067151167,-0.998492885
ZPRS.TA,LSTM,14092.39532,94.4036553,0.007982448,0.076226576,-0.996496964
ZUR.TA,LSTM,1866.556776,37.86795143,0.719979208,0.059388553,-0.998159519
